,25.00%,66.67%,8.33%,0.00%,0.00%,,,,,,,,,
ENGL-104-502,4,9,0,0,0,13 3.308,0,0,0,0,0,13,WARD S
,30.77%,69.23%,0.00%,0.00%,0.00%,,,,,,,,,
ENGL-104-503,3,6,1,1,0,11 3.000,0,0,0,0,0,11,WILLIAMS J
,27.27%,54.55%,9.09%,9.09%,0.00%,,,,,,,,,
COURSE TOTAL:,10,23,2,1,0,36 3.167,0,0,0,0,0,36,
,27.78%,63.89%,5.56%,2.78%,0.00%,,,,,,,,,
ENGL-210-501,3,11,0,0,0,14 3.214,0,0,0,0,0,14,TELAFICI M
,21.43%,78.57%,0.00%,0.00%,0.00%,,,,,,,,,
ENGL-210-502,10,4,2,0,0,16 3.500,0,0,0,1,0,17,RUDD L
,62.50%,25.00%,12.50%,0.00%,0.00%,,,,,,,,,
ENGL-210-503,2,11,1,0,0,14 3.071,0,0,0,0,0,14,TELAFICI M
,14.29%,78.57%,7.14%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,26,3,0,0,44 3.273,0,0,0,1,0,45,
,34.09%,59.09%,6.82%,0.00%,0.00%,,,,,,,,,
ENGL-219-500,5,8,1,0,0,14 3.286,0,0,0,0,0,14,SMALL N
,35.71%,57.14%,7.14%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,8,1,0,0,14 3.286,0,0,0,0,0,14,
,35.71%,57.14%,7.14%,0.00%,0.00%,,,,,,,,,
ENGL-251-501,8,17,0,0,0,25 3.320,0,0,0,0,0,25,WARD S
,32.00%,68.00%,0.00%,0.00%,0.00%,,,,,,,,,
ENGL-251-502,10,10,1,0,0,21 3.429,0,0,0,0,0,21,WARD S
,47.62%,47.62%,4.76%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,LIBERAL ARTS,,,,,,,,,,,,,
DEPARTMENT:,ENGLISH,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,18,27,1,0,0,46 3.370,0,0,0,0,0,46,
,39.13%,58.70%,2.17%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,48,84,7,1,0,140 3.279,0,0,0,1,0,141,
,34.29%,60.00%,5.00%,0.71%,0.00%,,,,,,,,,
COLLEGE TOTAL:,48,84,7,1,0,140 3.279,0,0,0,1,0,141,
,34.29%,60.00%,5.00%,0.71%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,GEOSCIENCES,,,,,,,,,,,,,
DEPARTMENT:,GEOLOGY & GEOPHYSICS,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
GEOL-104-500,4,11,11,0,0,26 2.731,1,0,0,0,0,27,ALJUHANI S
,15.38%,42.31%,42.31%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,4,11,11,0,0,26 2.731,1,0,0,0,0,27,
,15.38%,42.31%,42.31%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,4,11,11,0,0,26 2.731,1,0,0,0,0,27,
,15.38%,42.31%,42.31%,0.00%,0.00%,,,,,,,,,
COLLEGE TOTAL:,4,11,11,0,0,26 2.731,1,0,0,0,0,27,
,15.38%,42.31%,42.31%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,LIBERAL ARTS,,,,,,,,,,,,,
DEPARTMENT:,HISTORY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
HIST-105-501,14,8,5,0,0,27 3.333,0,0,0,0,0,27,VAN DE LOGT M
,51.85%,29.63%,18.52%,0.00%,0.00%,,,,,,,,,
HIST-105-502,11,14,2,0,0,27 3.333,0,0,0,1,0,28,BICKHAM T
,40.74%,51.85%,7.41%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,25,22,7,0,0,54 3.333,0,0,0,1,0,55,
,46.30%,40.74%,12.96%,0.00%,0.00%,,,,,,,,,
HIST-106-501,4,4,5,1,3,17 2.294,0,0,0,3,0,20,LEE H
,23.53%,23.53%,29.41%,5.88%,17.65%,,,,,,,,,
HIST-106-502,5,6,2,0,0,13 3.231,0,0,0,1,0,14,LEE H
,38.46%,46.15%,15.38%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,10,7,1,3,30 2.700,0,0,0,4,0,34,
,30.00%,33.33%,23.33%,3.33%,10.00%,,,,,,,,,
HIST-230-500,12,2,2,1,0,17 3.471,0,0,0,0,0,17,LEE H
,70.59%,11.76%,11.76%,5.88%,0.00%,,,,,,,,,
COURSE TOTAL:,12,2,2,1,0,17 3.471,0,0,0,0,0,17,
,70.59%,11.76%,11.76%,5.88%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,LIBERAL ARTS,,,,,,,,,,,,,
DEPARTMENT:,HISTORY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,46,34,16,2,3,101 3.168,0,0,0,5,0,106,
,45.54%,33.66%,15.84%,1.98%,2.97%,,,,,,,,,
COLLEGE TOTAL:,46,34,16,2,3,101 3.168,0,0,0,5,0,106,
,45.54%,33.66%,15.84%,1.98%,2.97%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,COLLEGE OF ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,INDUSTRIAL & SYSTEMS ENG,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
ISEN-302-500,4,5,9,3,0,21 2.476,0,0,0,9,0,30,PANCHANG V
,19.05%,23.81%,42.86%,14.29%,0.00%,,,,,,,,,
COURSE TOTAL:,4,5,9,3,0,21 2.476,0,0,0,9,0,30,
,19.05%,23.81%,42.86%,14.29%,0.00%,,,,,,,,,
ISEN-667-600,24,1,0,0,0,25 3.960,0,0,0,0,0,25,PARSAEI H
,96.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,24,1,0,0,0,25 3.960,0,0,0,0,0,25,
,96.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,28,6,9,3,0,46 3.283,0,0,0,9,0,55,
,60.87%,13.04%,19.57%,6.52%,0.00%,,,,,,,,,
COLLEGE TOTAL:,28,6,9,3,0,46 3.283,0,0,0,9,0,55,
,60.87%,13.04%,19.57%,6.52%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,MATHEMATICS,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MATH-150-501,3,2,12,4,0,21 2.190,0,0,0,1,0,22,ELGINDI M
,14.29%,9.52%,57.14%,19.05%,0.00%,,,,,,,,,
MATH-150-502,1,5,10,3,1,20 2.100,0,0,0,1,0,21,ELGINDI M
,5.00%,25.00%,50.00%,15.00%,5.00%,,,,,,,,,
COURSE TOTAL:,4,7,22,7,1,41 2.146,0,0,0,2,0,43,
,9.76%,17.07%,53.66%,17.07%,2.44%,,,,,,,,,
MATH-151-501,2,1,3,0,0,6 2.833,1,0,0,4,0,11,DUFRESNE R
,33.33%,16.67%,50.00%,0.00%,0.00%,,,,,,,,,
MATH-151-502,1,2,3,1,0,7 2.429,0,0,0,3,0,10,DUFRESNE R
,14.29%,28.57%,42.86%,14.29%,0.00%,,,,,,,,,
MATH-151-503,5,4,0,0,0,9 3.556,0,0,0,6,0,15,DUFRESNE R
,55.56%,44.44%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,7,6,1,0,22 3.000,1,0,0,13,0,36,
,36.36%,31.82%,27.27%,4.55%,0.00%,,,,,,,,,
MATH-152-501,6,7,3,0,1,17 3.000,0,0,0,2,0,19,SOUKIASSIAN Y
,35.29%,41.18%,17.65%,0.00%,5.88%,,,,,,,,,
MATH-152-502,9,3,1,1,1,15 3.200,0,0,0,2,0,17,SOUKIASSIAN Y
,60.00%,20.00%,6.67%,6.67%,6.67%,,,,,,,,,
COURSE TOTAL:,15,10,4,1,2,32 3.094,0,0,0,4,0,36,
,46.88%,31.25%,12.50%,3.13%,6.25%,,,,,,,,,
MATH-251-501,2,5,2,5,3,17 1.882,0,0,0,2,0,19,KHAN R
,11.76%,29.41%,11.76%,29.41%,17.65%,,,,,,,,,
MATH-251-502,2,13,4,3,0,22 2.636,0,0,0,0,0,22,HUANG T
,9.09%,59.09%,18.18%,13.64%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,MATHEMATICS,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,4,18,6,8,3,39 2.308,0,0,0,2,0,41,
,10.26%,46.15%,15.38%,20.51%,7.69%,,,,,,,,,
MATH-308-501,7,16,6,1,0,30 2.967,0,0,0,0,0,30,CHEN G
,23.33%,53.33%,20.00%,3.33%,0.00%,,,,,,,,,
MATH-308-502,7,14,7,2,1,31 2.774,0,0,0,0,0,31,CHEN G
,22.58%,45.16%,22.58%,6.45%,3.23%,,,,,,,,,
MATH-308-503,5,9,3,4,1,22 2.591,0,0,0,3,1,26,MIR N
,22.73%,40.91%,13.64%,18.18%,4.55%,,,,,,,,,
COURSE TOTAL:,19,39,16,7,2,83 2.795,0,0,0,3,1,87,
,22.89%,46.99%,19.28%,8.43%,2.41%,,,,,,,,,
MATH-311-500,3,3,7,0,0,13 2.692,0,0,0,8,0,21,EL-GUINDY A
,23.08%,23.08%,53.85%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,3,3,7,0,0,13 2.692,0,0,0,8,0,21,
,23.08%,23.08%,53.85%,0.00%,0.00%,,,,,,,,,
MATH-414-500,6,2,1,0,0,9 3.556,0,0,0,0,0,9,LORENTZ R
,66.67%,22.22%,11.11%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,2,1,0,0,9 3.556,0,0,0,0,0,9,
,66.67%,22.22%,11.11%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,SCIENCE,,,,,,,,,,,,,
DEPARTMENT:,MATHEMATICS,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,59,86,62,24,8,239 2.686,1,0,0,32,1,273,
,24.69%,35.98%,25.94%,10.04%,3.35%,,,,,,,,,
COLLEGE TOTAL:,59,86,62,24,8,239 2.686,1,0,0,32,1,273,
,24.69%,35.98%,25.94%,10.04%,3.35%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,COLLEGE OF ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,MECHANICAL ENGINEERING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MEEN-221-500,3,2,5,0,1,11 2.546,0,0,0,0,0,11,SWAROOP D
,27.27%,18.18%,45.45%,0.00%,9.09%,,,,,,,,,
COURSE TOTAL:,3,2,5,0,1,11 2.545,0,0,0,0,0,11,
,27.27%,18.18%,45.45%,0.00%,9.09%,,,,,,,,,
MEEN-260-501,1,13,3,0,0,17 2.882,0,0,0,0,0,17,TAFRESHI R
,5.88%,76.47%,17.65%,0.00%,0.00%,,,,,,,,,
MEEN-260-502,0,4,5,0,0,9 2.444,0,0,0,0,0,9,TAFRESHI R
,0.00%,44.44%,55.56%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,1,17,8,0,0,26 2.731,0,0,0,0,0,26,
,3.85%,65.38%,30.77%,0.00%,0.00%,,,,,,,,,
MEEN-315-501,1,10,10,3,0,24 2.375,0,0,0,0,0,24,GUO B
,4.17%,41.67%,41.67%,12.50%,0.00%,,,,,,,,,
MEEN-315-502,11,7,2,3,1,24 3.000,0,0,0,1,0,25,HASSAN I
,45.83%,29.17%,8.33%,12.50%,4.17%,,,,,,,,,
COURSE TOTAL:,12,17,12,6,1,48 2.688,0,0,0,1,0,49,
,25.00%,35.42%,25.00%,12.50%,2.08%,,,,,,,,,
MEEN-363-500,1,2,2,2,5,12 1.333,0,0,0,0,0,12,SWAROOP D
,8.33%,16.67%,16.67%,16.67%,41.67%,,,,,,,,,
COURSE TOTAL:,1,2,2,2,5,12 1.333,0,0,0,0,0,12,
,8.33%,16.67%,16.67%,16.67%,41.67%,,,,,,,,,
MEEN-364-501,1,4,4,3,0,12 2.250,0,0,0,0,0,12,KARKOUB M
,8.33%,33.33%,33.33%,25.00%,0.00%,,,,,,,,,
MEEN-364-502,0,2,3,1,0,6 2.167,0,0,0,0,0,6,KARKOUB M
,0.00%,33.33%,50.00%,16.67%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,COLLEGE OF ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,MECHANICAL ENGINEERING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,1,6,7,4,0,18 2.222,0,0,0,0,0,18,
,5.56%,33.33%,38.89%,22.22%,0.00%,,,,,,,,,
MEEN-368-501,2,6,2,0,0,10 3.000,0,0,0,0,0,10,EL BORGI S
,20.00%,60.00%,20.00%,0.00%,0.00%,,,,,,,,,
MEEN-368-502,3,3,6,1,0,13 2.615,0,0,0,0,0,13,EL BORGI S
,23.08%,23.08%,46.15%,7.69%,0.00%,,,,,,,,,
COURSE TOTAL:,5,9,8,1,0,23 2.783,0,0,0,0,0,23,
,21.74%,39.13%,34.78%,4.35%,0.00%,,,,,,,,,
MEEN-381-900,12,5,0,0,0,17 3.706,0,0,0,0,0,17,PARSAEI H
,70.59%,29.41%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,12,5,0,0,0,17 3.706,0,0,0,0,0,17,
,70.59%,29.41%,0.00%,0.00%,0.00%,,,,,,,,,
MEEN-402-501,3,11,0,0,0,14 3.214,0,0,0,0,0,14,SCHULLER M
,21.43%,78.57%,0.00%,0.00%,0.00%,,,,,,,,,
MEEN-402-502,4,8,3,0,0,15 3.067,0,0,0,0,0,15,SCHULLER M
,26.67%,53.33%,20.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,19,3,0,0,29 3.138,0,0,0,0,0,29,
,24.14%,65.52%,10.34%,0.00%,0.00%,,,,,,,,,
MEEN-414-500,7,6,2,0,0,15 3.333,0,0,0,3,0,18,HASSAN I
,46.67%,40.00%,13.33%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,6,2,0,0,15 3.333,0,0,0,3,0,18,
,46.67%,40.00%,13.33%,0.00%,0.00%,,,,,,,,,
MEEN-444-500,4,7,0,0,0,11 3.364,0,0,0,0,0,11,EL BORGI S
,36.36%,63.64%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,COLLEGE OF ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,MECHANICAL ENGINEERING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,4,7,0,0,0,11 3.364,0,0,0,0,0,11,
,36.36%,63.64%,0.00%,0.00%,0.00%,,,,,,,,,
MEEN-461-500,3,1,9,7,1,21 1.905,0,0,0,0,0,21,SADR R
,14.29%,4.76%,42.86%,33.33%,4.76%,,,,,,,,,
COURSE TOTAL:,3,1,9,7,1,21 1.905,0,0,0,0,0,21,
,14.29%,4.76%,42.86%,33.33%,4.76%,,,,,,,,,
MEEN-464-501,10,1,0,0,0,11 3.909,0,0,0,1,0,12,SADR R
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,,
MEEN-464-502,3,4,0,0,0,7 3.429,0,0,0,0,0,7,SADR R
,42.86%,57.14%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,13,5,0,0,0,18 3.722,0,0,0,1,0,19,
,72.22%,27.78%,0.00%,0.00%,0.00%,,,,,,,,,
MEEN-475-500,6,12,9,0,0,27 2.889,0,0,0,0,0,27,SCHULLER M
,22.22%,44.44%,33.33%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,12,9,0,0,27 2.889,0,0,0,0,0,27,
,22.22%,44.44%,33.33%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,COLLEGE OF ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,MECHANICAL ENGINEERING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,75,108,65,20,8,276 2.804,0,0,0,5,0,281,
,27.17%,39.13%,23.55%,7.25%,2.90%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,COLLEGE OF ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,PETROLEUM ENGINEERING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
PETE-225-500,4,2,0,0,0,6 3.667,0,0,0,0,0,6,PONCE DA MOTTA E
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,4,2,0,0,0,6 3.667,0,0,0,0,0,6,
,66.67%,33.33%,0.00%,0.00%,0.00%,,,,,,,,,
PETE-311-501,6,8,1,0,0,15 3.333,0,0,0,0,0,15,ALYAFEI N
,40.00%,53.33%,6.67%,0.00%,0.00%,,,,,,,,,
PETE-311-502,5,2,2,0,0,9 3.333,0,0,0,0,0,9,ALYAFEI N
,55.56%,22.22%,22.22%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,10,3,0,0,24 3.333,0,0,0,0,0,24,
,45.83%,41.67%,12.50%,0.00%,0.00%,,,,,,,,,
PETE-321-501,2,4,6,0,0,12 2.667,0,0,0,0,0,12,ALJUHANI S
,16.67%,33.33%,50.00%,0.00%,0.00%,,,,,,,,,
PETE-321-502,6,7,0,0,0,13 3.462,0,0,0,0,0,13,ALJUHANI S
,46.15%,53.85%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,11,6,0,0,25 3.080,0,0,0,0,0,25,
,32.00%,44.00%,24.00%,0.00%,0.00%,,,,,,,,,
PETE-323-500,15,8,2,0,0,25 3.520,0,0,0,0,0,25,WANG Y
,60.00%,32.00%,8.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,8,2,0,0,25 3.520,0,0,0,0,0,25,
,60.00%,32.00%,8.00%,0.00%,0.00%,,,,,,,,,
PETE-324-500,14,8,3,0,0,25 3.440,0,0,0,0,0,25,RETNANTO A
,56.00%,32.00%,12.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,14,8,3,0,0,25 3.440,0,0,0,0,0,25,
,56.00%,32.00%,12.00%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,COLLEGE OF ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,PETROLEUM ENGINEERING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
PETE-325-500,14,7,1,0,0,22 3.591,0,0,0,0,0,22,RAHMAN M
,63.64%,31.82%,4.55%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,14,7,1,0,0,22 3.591,0,0,0,0,0,22,
,63.64%,31.82%,4.55%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,66,46,15,0,0,127 3.402,0,0,0,0,0,127,
,51.97%,36.22%,11.81%,0.00%,0.00%,,,,,,,,,
COLLEGE TOTAL:,141,154,80,20,8,403 2.993,0,0,0,5,0,408,
,34.99%,38.21%,19.85%,4.96%,1.99%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,QATAR CAMPUS,,,,,,,,,,,,,
DEPARTMENT:,PETROLEUM ENGINEERING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
PETE-336-500,16,0,0,0,0,16 4.000,0,0,0,0,0,16,ALYAFEI N
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,16,0,0,0,0,16 4.000,0,0,0,0,0,16,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,16,0,0,0,0,16 4.000,0,0,0,0,0,16,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COLLEGE TOTAL:,16,0,0,0,0,16 4.000,0,0,0,0,0,16,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,COLLEGE OF ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,PETROLEUM ENGINEERING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
PETE-355-500,10,11,0,0,0,21 3.476,1,0,0,0,0,22,AMANI M
,47.62%,52.38%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,11,0,0,0,21 3.476,1,0,0,0,0,22,
,47.62%,52.38%,0.00%,0.00%,0.00%,,,,,,,,,
PETE-402-500,15,0,1,0,0,16 3.875,0,0,0,0,0,16,RETNANTO A
,93.75%,0.00%,6.25%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,15,0,1,0,0,16 3.875,0,0,0,0,0,16,
,93.75%,0.00%,6.25%,0.00%,0.00%,,,,,,,,,
PETE-489-501,1,3,1,0,0,5 3.000,0,0,0,0,0,5,ELBASHIR N
,20.00%,60.00%,20.00%,0.00%,0.00%,,,,,,,,,
PETE-489-502,4,2,3,0,0,9 3.111,0,0,0,0,0,9,BOWMAN M
,44.44%,22.22%,33.33%,0.00%,0.00%,,,,,,,,,
PETE-489-503,5,0,0,0,0,5 4.000,0,0,0,0,0,5,FRAIM M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,5,4,0,0,19 3.316,0,0,0,0,0,19,
,52.63%,26.32%,21.05%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT QATAR,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - QATAR,,,,,,,,,,,
COLLEGE:,COLLEGE OF ENGINEERING,,,,,,,,,,,,,
DEPARTMENT:,PETROLEUM ENGINEERING,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,35,16,5,0,0,56 3.536,1,0,0,0,0,57,
,62.50%,28.57%,8.93%,0.00%,0.00%,,,,,,,,,
COLLEGE TOTAL:,35,16,5,0,0,56 3.536,1,0,0,0,0,57,
